,appid,app_class
9383,5095,
9384,17116,
9385,18625,
9386,5787,
9387,12508,
9388,5394,
9389,23085,
9390,13488,
9391,13792,t
9392,22654,
9393,22268,
9394,18536,
9395,8242,
9396,2172,
9397,8026,
9398,8555,
9399,16988,
9400,20425,
9401,10511,
9402,12499,
9403,16089,
9404,1768,
9405,18913,
9406,23382,
9407,8826,
9408,21330,
9409,16870,
9410,4110,
9411,9839,
9412,19531,
9413,1444,
9414,6567,
9415,15045,
9416,13612,
9417,8333,
9418,10202,
9419,170,
9420,1286,
9421,12130,
9422,11052,t
9423,11505,
9424,5667,
9425,21988,
9426,42,t
9427,1065,
9428,12882,
9429,1160,i
9430,23387,
9431,10832,m
9432,12877,
9433,4515,
9434,10970,
9435,3886,
9436,18886,
9437,22283,
9438,11117,
9439,4879,
9440,10311,
9441,14963,
9442,993,
9443,1292,
9444,8817,
9445,23059,
9446,2756,t
9447,16903,
9448,4477,
9449,16106,
9450,10388,
9451,9312,
9452,23338,
9453,6758,k
9454,4871,
9455,7029,
9456,17807,
9457,19022,
9458,19291,
9459,19713,q
9460,12137,
9461,15506,
9462,22529,
9463,2248,
9464,14053,
9465,18068,
9466,5582,
9467,21159,t
9468,22948,
9469,13455,
9470,18739,s
9471,7868,t
9472,1546,t
9473,11948,t
9474,23572,
9475,21316,
9476,17244,
9477,6707,
9478,16602,
9479,15522,
9480,10552,
9481,9742,t
9482,18872,
9483,15196,t
9484,18588,
9485,16100,
9486,20497,
9487,7997,
9488,3896,
9489,1250,
9490,17817,
9491,21442,
9492,5184,
9493,6519,
9494,2631,
9495,14329,
9496,12592,
9497,17174,
9498,12983,
9499,21326,
9500,17600,
9501,3905,
9502,360,
9503,4987,
9504,17222,
9505,2857,
9506,6072,
9507,22225,t
9508,11993,p
9509,17148,
9510,4176,t
9511,4980,
9512,15611,
9513,8486,i
9514,15199,
9515,5325,t
9516,19566,
9517,2965,
9518,16015,
9519,14911,
9520,10824,
9521,19001,
9522,5512,
9523,23479,
9524,5285,
9525,1508,
9526,7159,
9527,9738,
9528,605,
9529,2334,
9530,10443,
9531,7777,
9532,21248,
9533,17972,
9534,5826,
9535,8063,
9536,21420,
9537,14793,
9538,10404,
9539,3545,
9540,16572,
9541,6441,
9542,12843,
9543,15948,
9544,13798,
9545,719,
9546,4002,
9547,18756,
9548,15700,i
9549,3224,
9550,7464,
9551,14418,
9552,2621,
9553,5263,
9554,5462,i
9555,2411,
9556,12886,
9557,5725,
9558,482,m
9559,2003,
9560,10633,q
9561,22104,
9562,19335,
9563,5349,
9564,20165,
9565,20391,
9566,6455,
9567,71,
9568,19038,
9569,6329,
9570,4953,c
9571,21911,
9572,5618,
9573,5476,f
9574,14216,
9575,18456,
9576,332,
9577,17560,
9578,2185,
9579,929,
9580,15501,l
9581,1464,
9582,9779,
9583,21569,
9584,4075,
9585,3930,
9586,17691,
9587,9376,
9588,17046,
9589,2710,
9590,10228,
9591,14176,
9592,21155,
9593,8649,t
9594,12859,
9595,16070,
9596,12093,
9597,9036,t
9598,16345,
9599,9176,
9600,8503,
9601,5116,
9602,15768,
9603,19057,
9604,3715,
9605,135,
9606,7013,
9607,10435,
9608,5601,
9609,22232,
9610,22284,
9611,8338,
9612,10972,
9613,15567,
9614,6565,
9615,22287,
9616,20784,
9617,18243,
9618,6289,f
9619,7273,i
9620,8460,
9621,14626,
9622,4014,t
9623,22118,
9624,1203,l
9625,10731,
9626,6259,
9627,19098,
9628,13427,
9629,2159,
9630,22811,
9631,6666,
9632,2552,
9633,22603,
9634,20953,
9635,18121,
9636,12203,
9637,3207,
9638,5641,
9639,12296,
9640,16009,
9641,21555,
9642,22867,
9643,16691,
9644,17204,
9645,1470,
9646,15709,
9647,8807,
9648,17027,t
9649,7233,
9650,4907,
9651,17704,
9652,8665,
9653,9877,
9654,4294,
9655,1040,
9656,6562,
9657,5452,
9658,13018,
9659,4003,
9660,21027,
9661,5089,
9662,22103,
9663,21111,
9664,21262,
9665,23250,
9666,16893,t
9667,23135,
9668,23384,
9669,264,
9670,13794,
9671,2505,
9672,22633,
9673,13421,
9674,18595,
9675,23522,
9676,766,
9677,13474,
9678,7544,
9679,21995,
9680,8901,
9681,17654,
9682,6388,
9683,20544,
9684,2743,
9685,16261,
9686,9322,
9687,22419,
9688,11468,
9689,18270,
9690,16376,
9691,22638,
9692,22032,
9693,12301,
9694,13341,
9695,15163,
9696,7278,
9697,23197,
9698,10831,s
9699,19828,
9700,21054,t
9701,4050,
9702,6414,
9703,21806,
9704,516,
9705,9345,
9706,12534,
9707,5289,
9708,767,
9709,9446,l
9710,4428,
9711,7667,
9712,11000,
9713,11954,t
9714,10535,l
9715,11378,
9716,12140,k
9717,6809,
9718,13759,
9719,11132,
9720,4545,
9721,1415,
9722,17387,
9723,10567,
9724,15206,
9725,18395,
9726,18935,
9727,5342,
9728,23480,
9729,8060,
9730,5918,
9731,11095,
9732,1672,t
9733,19116,
9734,10316,
9735,12476,
9736,11927,e
9737,23518,
9738,21549,
9739,13375,
9740,14941,
9741,10778,
9742,20812,t
9743,4890,t
9744,9693,
9745,10416,
9746,11397,
9747,15807,
9748,13348,
9749,11898,
9750,12493,
9751,23265,
9752,2036,
9753,10068,
9754,5493,
9755,15661,
9756,1225,
9757,6432,
9758,17700,
9759,8811,
9760,22043,g
9761,22342,
9762,3269,
9763,21604,
9764,35,
9765,8944,
9766,8568,
9767,18717,
9768,18179,
9769,10986,
9770,13720,
9771,17639,
9772,12719,
9773,7725,
9774,4650,
9775,6911,
9776,6852,
9777,6228,
9778,7216,l
9779,10924,l
9780,21263,
9781,5370,
9782,3854,t
9783,13880,h
9784,11373,t
9785,21664,
9786,11706,
9787,21198,t
9788,1989,f
9789,13201,
9790,16541,
9791,11684,o
9792,10697,
9793,16875,
9794,6408,
9795,19321,
9796,3258,
9797,17065,
9798,11950,
9799,14010,
9800,17918,
9801,13401,m
9802,10141,
9803,7843,
9804,4984,
9805,9478,
9806,18679,
9807,5321,
9808,6379,
9809,12851,
9810,16595,
9811,13130,c
9812,10803,
9813,6946,
9814,9414,
9815,4633,
9816,22134,
9817,9596,
9818,15112,
9819,14781,
9820,15068,
9821,21043,
9822,19487,i
9823,4971,
9824,10781,
9825,21134,
9826,4093,
9827,19943,
9828,15106,
9829,5627,
9830,15884,
9831,487,
9832,20176,
9833,5751,
9834,11882,
9835,7428,
9836,9788,
9837,9700,
9838,9974,
9839,5327,
9840,3041,
9841,20422,
9842,16149,
9843,19839,
9844,5186,
9845,107,
9846,19795,
9847,22743,
9848,22424,
9849,18957,
9850,1966,
9851,20601,
9852,16147,
9853,18992,c
9854,10436,
9855,22503,
9856,6573,
9857,5805,
9858,4936,
9859,2668,
9860,19327,
9861,10896,
9862,5873,
9863,734,
9864,3326,
9865,7575,t
9866,15103,
9867,8660,
9868,4099,
9869,9261,
9870,3593,
9871,8936,
9872,16962,t
9873,468,t
9874,15343,
9875,21675,
9876,22139,
9877,2544,e
9878,4843,
9879,201,
9880,11951,t
9881,15562,
9882,2374,
9883,6997,t
9884,14726,
9885,15714,
9886,21044,
9887,9210,
9888,11411,
9889,2815,
9890,16512,
9891,4276,
9892,11756,
9893,6174,
9894,19360,
9895,20568,
9896,20462,
9897,15265,
9898,17454,
9899,3528,
9900,5021,
9901,6656,
9902,17659,
9903,1683,
9904,16183,
9905,8928,
9906,18939,
9907,18949,
9908,11821,
9909,19581,
9910,7017,
9911,17604,
9912,8047,
9913,4055,
9914,20039,
9915,12332,
9916,15229,
9917,604,
9918,477,
9919,18745,
9920,4558,
9921,4873,
9922,7031,
9923,13609,
9924,10559,
9925,23092,
9926,9362,
9927,1636,
9928,15815,
9929,9608,
9930,23101,
9931,3616,t
9932,313,
9933,17248,
9934,2972,
9935,17663,p
9936,18262,
9937,547,
9938,2763,
9939,4836,
9940,13521,
9941,3177,t
9942,22887,
9943,11082,t
9944,12345,
9945,9392,
9946,3849,
9947,1854,
9948,18788,h
9949,8461,
9950,3804,
9951,20330,
9952,21090,
9953,6960,
9954,18525,
9955,5479,
9956,22234,j
9957,5750,
9958,17775,
9959,16828,t
9960,19104,
9961,5259,
9962,20474,
9963,14857,
9964,19734,
9965,14281,
9966,22781,
9967,9246,
9968,22158,
9969,12229,
9970,4123,e
9971,9327,m
9972,14179,
9973,3234,
9974,9076,
9975,17684,
9976,21932,
9977,22123,
9978,18268,m
9979,10979,b
9980,21401,
9981,269,
9982,8426,
9983,16259,
9984,14675,
9985,22155,
9986,13742,
9987,4698,
9988,18604,
9989,13891,
9990,11630,b
9991,8339,
9992,15108,t
9993,4883,
9994,18941,t
9995,12864,
9996,19134,
9997,20913,
9998,7198,
9999,13114,
10000,14636,
10001,7384,
10002,9318,
10003,12758,
10004,5777,
10005,22408,
10006,21128,
10007,7512,
10008,4998,
10009,23090,
10010,10874,
10011,10106,
10012,20179,
10013,18251,
10014,6056,
10015,8150,
10016,23520,
10017,21957,
10018,19474,
10019,4692,
10020,16049,
10021,17274,
10022,6095,
10023,22021,
10024,2681,
10025,483,
10026,1999,
10027,8683,
10028,20055,
10029,18626,o
10030,4756,
10031,2721,
10032,890,
10033,11050,
10034,12540,
10035,10282,
10036,5446,
10037,6019,
10038,22675,
10039,2499,
10040,19976,
10041,3246,
10042,15127,
10043,519,
10044,17309,
10045,2346,
10046,17344,
10047,4581,a
10048,4289,
10049,4222,
10050,5764,
10051,5957,
10052,16989,
10053,9577,
10054,20024,
10055,17993,
10056,19979,
10057,22272,
10058,14428,
10059,266,
10060,13580,
10061,7743,
10062,21081,
10063,10305,g
10064,21833,
10065,18694,
10066,722,
10067,18075,
10068,15687,
10069,19844,
10070,6465,
10071,20141,
10072,16917,
10073,19431,g
10074,2152,
10075,17391,
10076,8947,
10077,11761,
10078,16472,
10079,747,t
10080,9988,
10081,13299,
10082,15109,
10083,17302,
10084,23245,a
10085,12689,
10086,22585,
10087,17491,
10088,10452,
10089,4378,
10090,16080,
10091,7875,t
10092,14973,
10093,8325,
10094,552,
10095,16906,c
10096,21757,c
10097,11818,
10098,831,
10099,12475,
10100,21744,
10101,10606,
10102,13627,
10103,10835,
10104,6748,
10105,4168,
10106,18755,o
10107,13045,
10108,6949,t
10109,7616,
10110,12653,
10111,8437,
10112,19441,b
10113,14915,
10114,154,
10115,23028,
10116,10503,
10117,22740,
10118,23190,
10119,11957,
10120,20101,
10121,20619,
10122,5845,
10123,7839,
10124,8690,
10125,7301,
10126,15006,
10127,5365,
10128,21214,
10129,12179,
10130,3732,l
10131,1771,g
10132,11237,
10133,11061,
10134,11956,
10135,20886,
10136,20151,
10137,8122,g
10138,270,k
10139,6123,
10140,14596,f
10141,17692,
10142,20114,
10143,9260,
10144,6352,
10145,16518,
10146,3334,t
10147,8343,
10148,19488,
10149,16717,
10150,13515,
10151,13442,
10152,1216,
10153,11304,o
10154,844,
10155,7414,
10156,7391,
10157,4390,
10158,22519,g
10159,12896,
10160,14029,
10161,18314,
10162,1074,a
10163,2986,
10164,17314,
10165,77,t
10166,13366,
10167,13787,
10168,21424,
10169,9173,
10170,5382,
10171,23493,t
10172,12143,
10173,17153,e
10174,255,
10175,20849,
10176,11925,
10177,12955,
10178,974,
10179,18049,
10180,11190,
10181,4384,
10182,10997,e
10183,15876,
10184,7900,
10185,16291,
10186,3955,
10187,14507,
10188,15382,
10189,376,
10190,631,
10191,14134,
10192,3876,
10193,17468,
10194,2038,
10195,7260,
10196,21621,
10197,6400,
10198,5034,
10199,15156,
10200,6818,
10201,6868,
10202,21231,
10203,10579,o
10204,17299,
10205,17872,
10206,21309,
10207,7583,
10208,16362,
10209,20562,t
10210,8554,
10211,2842,
10212,919,
10213,115,g
10214,3386,
10215,3656,
10216,18040,
10217,10267,
10218,2651,e
10219,16953,
10220,19056,
10221,20686,
10222,19265,
10223,15270,
10224,1958,
10225,20127,
10226,6376,
10227,2838,
10228,1852,
10229,18863,
10230,6502,
10231,12357,
10232,5197,
10233,14888,j
10234,18833,
10235,13786,
10236,9464,
10237,4202,
10238,17958,
10239,9683,
10240,14695,
10241,8544,
10242,2241,
10243,8719,
10244,9573,
10245,11620,
10246,11753,k
10247,9778,
10248,21023,
10249,12096,
10250,21468,
10251,22799,
10252,11425,
10253,16256,
10254,6166,
10255,17543,t
10256,2389,
10257,13571,
10258,16286,t
10259,12679,
10260,10243,
10261,20120,
10262,19341,
10263,8611,
10264,21561,h
10265,22683,
10266,21669,
10267,13769,
10268,23136,
10269,7568,
10270,6301,
10271,22409,
10272,21225,
10273,9224,
10274,9569,
10275,23022,
10276,3830,
10277,18142,
10278,8531,
10279,15809,
10280,3134,t
10281,16994,
10282,1135,p
10283,3877,
10284,17301,
10285,8485,
10286,14239,
10287,17066,
10288,16425,t
10289,17727,
10290,22226,
10291,9760,
10292,21176,
10293,92,
10294,10626,l
10295,10192,
10296,7065,
10297,219,
10298,22596,
10299,15729,
10300,2878,
10301,244,
10302,20968,
10303,8978,
10304,6832,
10305,10558,
10306,20687,
10307,21352,
10308,10990,
10309,21564,
10310,278,
10311,18965,
10312,4886,g
10313,9643,t
10314,3543,p
10315,931,
10316,20118,
10317,5229,
10318,22501,
10319,3105,
10320,17665,
10321,1549,
10322,11051,
10323,8801,
10324,3265,
10325,19307,
10326,6298,
10327,2190,t
10328,20272,
10329,22381,
10330,7075,
10331,19273,h
10332,10024,
10333,6436,
10334,3497,
10335,7123,
10336,15374,
10337,19780,s
10338,15627,t
10339,16924,
10340,3817,
10341,7516,
10342,9483,
10343,575,
10344,17636,
10345,14980,
10346,19887,
10347,18389,t
10348,3742,
10349,22784,
10350,13981,
10351,17084,
10352,15644,
10353,11739,
10354,17392,
10355,14786,
10356,23353,
10357,14137,
10358,16805,
10359,9458,
10360,23346,
10361,5100,
10362,12838,
10363,12211,
10364,11622,
10365,19173,k
10366,13139,
10367,262,
10368,6544,c
10369,6485,
10370,4112,
10371,6219,
10372,6021,
10373,12771,
10374,14350,
10375,11496,
10376,5054,
10377,22006,
10378,4885,
10379,10913,
10380,6898,
10381,9568,
10382,17273,
10383,2511,
10384,16961,
10385,16333,
10386,20490,
10387,9621,
10388,15113,
10389,14513,
10390,21255,
10391,3136,
10392,9751,
10393,19328,
10394,8965,
10395,8203,t
10396,5464,
10397,18719,
10398,14666,
10399,16483,
10400,4568,
10401,4272,
10402,23602,
10403,16002,
10404,14731,
10405,13828,
10406,14262,
10407,7669,
10408,15838,
10409,9571,
10410,16228,
10411,5793,
10412,23097,
10413,19955,
10414,8937,
10415,2574,
10416,6919,
10417,11562,
10418,20145,
10419,20793,
10420,23411,
10421,17316,
10422,16735,
10423,1307,
10424,22069,
10425,15352,
10426,1266,
10427,15001,
10428,20883,
10429,22547,
10430,2069,
10431,12881,
10432,13194,
10433,4537,
10434,19306,
10435,12047,t
10436,19595,
10437,14258,
10438,22773,
10439,5767,
10440,6061,
10441,13996,
10442,4167,
10443,20268,
10444,6857,
10445,619,
10446,19158,
10447,22320,
10448,4375,
10449,16719,
10450,967,
10451,4102,
10452,15646,
10453,9152,
10454,12733,
10455,13081,h
10456,20468,
10457,14416,g
10458,17776,o
10459,11181,
10460,8335,
10461,9471,
10462,21240,
10463,7360,
10464,12979,
10465,17419,
10466,17757,
10467,7504,
10468,4860,
10469,21441,
10470,14426,
10471,4817,
10472,13168,
10473,2742,
10474,6018,
10475,17759,
10476,3429,p
10477,15780,
10478,6964,h
10479,13309,
10480,15436,
10481,14,
10482,1955,g
10483,2095,
10484,7030,
10485,12435,
10486,17446,
10487,11738,
10488,18933,
10489,23091,p
10490,1243,
10491,22356,
10492,10170,
10493,14124,
10494,545,
10495,6135,
10496,20744,
10497,20433,
10498,19796,
10499,5343,
10500,13163,
10501,14487,
10502,14069,
10503,4181,
10504,20095,
10505,383,
10506,543,
10507,9543,
10508,23476,
10509,7511,
10510,16048,
10511,13832,
10512,3751,
10513,5144,
10514,9334,
10515,1254,
10516,18950,
10517,18193,
10518,15417,
10519,10572,
10520,10459,
10521,5748,h
10522,19654,
10523,13094,
10524,2697,
10525,20435,
10526,20507,t
10527,10169,
10528,12666,p
10529,13830,
10530,10396,
10531,4370,t
10532,5731,
10533,4625,
10534,23130,
10535,11135,
10536,10652,
10537,12347,
10538,18433,
10539,14687,
10540,6649,
10541,21603,
10542,1410,
10543,12715,
10544,13853,
10545,19815,
10546,254,
10547,15358,
10548,15658,
10549,20942,
10550,5862,
10551,12398,
10552,1844,
10553,3030,
10554,1585,
10555,5459,
10556,1251,
10557,870,
10558,16020,
10559,2018,
10560,21180,
10561,8297,
10562,4166,
10563,12193,
10564,8691,
10565,2332,
10566,209,
10567,6360,p
10568,21005,t
10569,17582,
10570,16335,
10571,19103,
10572,19558,
10573,15233,
10574,19590,t
10575,1667,t
10576,23008,
10577,19061,
10578,6653,
10579,2555,
10580,13566,
10581,4385,
10582,3312,
10583,23205,
10584,5287,
10585,1187,
10586,11631,
10587,15667,
10588,16453,
10589,10886,
10590,8329,
10591,6619,t
10592,14039,
10593,10043,
10594,10492,
10595,2900,
10596,10270,
10597,15560,
10598,9472,
10599,14438,j
10600,5164,t
10601,16665,
10602,14530,t
10603,4307,
10604,3449,
10605,13843,
10606,16591,
10607,19861,
10608,4651,
10609,22484,
10610,268,
10611,3574,p
10612,3412,
10613,14928,
10614,10336,
10615,9609,l
10616,13901,
10617,17135,l
10618,19479,
10619,16045,
10620,3559,
10621,14020,
10622,22876,
10623,11490,
10624,13683,
10625,12669,
10626,1417,
10627,14946,
10628,15589,
10629,16042,
10630,20346,
10631,19323,
10632,5437,
10633,10076,
10634,21432,
10635,12834,
10636,21418,
10637,6549,
10638,541,
10639,9255,
10640,22720,
10641,15594,
10642,19201,g
10643,8323,
10644,12106,
10645,6295,n
10646,653,
10647,21904,
10648,10725,f
10649,1797,
10650,2432,
10651,11356,
10652,19058,
10653,16822,
10654,21739,
10655,615,
10656,1466,
10657,23415,
10658,18961,
10659,21803,
10660,21353,
10661,3718,
10662,16534,
10663,16755,
10664,15018,
10665,8228,
10666,21715,
10667,6798,
10668,10576,
10669,14012,
10670,6800,
10671,5416,
10672,14381,
10673,11388,
10674,7097,l
10675,1910,
10676,4685,
10677,5066,
10678,5964,a
10679,14282,
10680,10890,
10681,5749,
10682,3233,
10683,6700,
10684,8627,
10685,5121,
10686,127,
10687,19136,
10688,20566,t
10689,11918,
10690,22430,
10691,20922,
10692,10847,
10693,15957,
10694,23398,
10695,6422,
10696,10210,t
10697,15672,t
10698,5188,
10699,1476,
10700,5729,o
10701,12014,
10702,3382,
10703,7312,
10704,23114,
10705,16068,
10706,3585,
10707,19219,
10708,17163,o
10709,21419,
10710,11114,
10711,5847,
10712,18192,
10713,915,
10714,18522,
10715,8598,
10716,16189,
10717,6951,
10718,3827,
10719,13440,
10720,2236,
10721,10277,
10722,11726,
10723,21652,
10724,9228,
10725,4049,
10726,1987,
10727,11292,
10728,11326,
10729,11878,
10730,11087,
10731,13740,
10732,22245,
10733,13647,c
10734,21417,
10735,5758,
10736,190,
10737,15430,
10738,9991,
10739,1256,
10740,11762,
10741,17778,
10742,11757,
10743,9865,
10744,21317,
10745,263,
10746,5686,
10747,11812,
10748,15926,
10749,17587,
10750,9558,
10751,5163,j
10752,7951,
10753,11281,
10754,23264,
10755,7692,
10756,1063,
10757,10093,
10758,17268,
10759,22674,
10760,5231,
10761,21209,
10762,11253,
10763,14592,
10764,15970,
10765,2803,t
10766,12976,
10767,15214,
10768,10698,
10769,9194,
10770,15984,
10771,21858,
10772,4285,
10773,7299,
10774,20649,
10775,7501,
10776,6252,
10777,5428,
10778,2890,c
10779,16076,
10780,3579,
10781,5470,
10782,11324,
10783,21951,
10784,18636,
10785,20109,i
10786,12898,
10787,5856,
10788,8358,
10789,18241,
10790,7763,
10791,3631,
10792,22546,
10793,8781,
10794,16625,
10795,4889,
10796,16835,
10797,9063,
10798,5701,
10799,1231,
10800,1906,n
10801,16993,
10802,2919,
10803,23036,
10804,12490,
10805,2265,
10806,14268,
10807,8120,
10808,14515,
10809,2931,
10810,10296,
10811,803,
10812,21953,
10813,12532,
10814,23065,
10815,7598,
10816,13399,
10817,12996,
10818,14589,
10819,21886,
10820,5843,
10821,8908,
10822,3178,
10823,6974,
10824,775,
10825,18884,
10826,19154,i
10827,5886,
10828,16635,
10829,15269,
10830,3185,
10831,11619,
10832,7714,
10833,20640,
10834,21882,
10835,2052,i
10836,4351,
10837,3922,
10838,20977,
10839,3156,
10840,1319,
10841,18178,
10842,16738,
10843,23013,
10844,9807,
10845,16743,
10846,6062,
10847,13907,
10848,4547,
10849,20152,
10850,18937,
10851,6464,
10852,14026,
10853,23026,
10854,19271,
10855,14077,c
10856,13203,
10857,2705,
10858,20477,
10859,20302,
10860,15249,
10861,3167,
10862,12172,
10863,14965,
10864,15261,
10865,1396,
10866,5575,m
10867,5245,
10868,4630,
10869,11406,
10870,12222,
10871,5821,
10872,21394,
10873,981,
10874,10027,
10875,13483,
10876,15100,
10877,3006,
10878,11912,
10879,20122,
10880,17746,
10881,22839,
10882,20662,
10883,13905,
10884,304,
10885,17977,
10886,7154,
10887,101,
10888,12353,p
10889,9453,t
10890,10556,
10891,4514,b
10892,495,
10893,6486,
10894,17044,
10895,11667,
10896,603,
10897,970,
10898,867,
